7.479169e+03 2.865456e+02 7.855611e+02 1.217694e-01 4.498929e-01 5.413031e-03 -4.721467e-02 1.962775e+00
7.542361e+03 2.750279e+02 1.438560e+03 9.853772e-01 5.230631e-01 3.760454e-02 4.998268e-02 1.778685e+00
7.716893e+03 2.971008e+02 1.002821e+03 5.951481e-01 2.979118e-01 -9.345023e-02 -1.463142e-02 1.564057e+00
7.511759e+03 3.037564e+02 5.402571e+02 2.808600e-01 2.921838e-01 -1.476974e-01 -2.837318e-02 1.436172e+00
7.357743e+03 2.583521e+02 7.425088e+02 1.528145e-01 1.575073e-01 -1.054829e-01 -8.697739e-03 1.469865e+00
7.659280e+03 3.355771e+02 6.897135e+02 8.408129e-01 5.761247e-01 8.481504e-02 3.608460e-02 1.769792e+00
7.888948e+03 3.332526e+02 5.262552e+02 8.257379e-01 9.582772e-01 3.124655e-02 -5.111793e-02 2.363907e+00
7.308081e+03 2.859344e+02 8.243556e+02 9.583256e-01 1.052193e-01 -1.282100e-01 1.613470e-02 1.056707e+00
7.524005e+03 2.746151e+02 1.039073e+03 6.795128e-01 4.934195e-01 -1.023958e-01 -4.246778e-02 1.707611e+00
7.514522e+03 3.370330e+02 9.089434e+02 7.792742e-02 1.213084e-01 -1.021334e-01 3.000347e-02 1.511226e+00
7.440684e+03 2.786311e+02 1.494327e+03 9.681188e-01 2.967807e-01 -9.536534e-02 -2.913846e-02 1.388909e+00
7.231587e+03 2.693698e+02 1.020649e+03 7.596865e-01 2.881114e-01 7.763071e-02 8.377167e-03 1.578456e+00
7.563584e+03 3.395394e+02 6.248179e+02 8.419763e-01 4.215755e-01 -9.375652e-02 3.955587e-02 1.584931e+00
7.626530e+03 3.422666e+02 1.440618e+03 3.077831e-01 8.948929e-01 -1.556750e-01 1.235270e-02 2.387228e+00
7.340070e+03 2.737915e+02 7.686217e+02 4.281094e-01 4.613564e-01 1.129055e-01 1.663336e-02 1.754306e+00
7.855005e+03 3.121184e+02 6.238518e+02 4.050327e-01 9.506558e-01 -5.429894e-02 -2.869163e-02 2.631610e+00
7.933835e+03 2.605381e+02 1.602670e+03 8.880333e-01 2.738424e-01 3.392464e-02 3.131224e-02 1.653747e+00
7.443158e+03 2.656860e+02 1.208578e+03 3.183821e-01 3.252445e-01 -1.666136e-01 -3.609904e-02 1.461189e+00
7.257220e+03 3.206155e+02 1.111273e+03 9.879092e-01 5.507582e-01 1.370228e-01 -2.341072e-03 1.638478e+00
7.890931e+03 3.397059e+02 1.608289e+03 9.887958e-01 9.168931e-01 7.149789e-03 4.157915e-02 2.369311e+00
7.729679e+03 3.489838e+02 1.468868e+03 7.388237e-01 6.972766e-01 4.792207e-02 4.290706e-02 2.182176e+00
7.513210e+03 2.697206e+02 1.345907e+03 3.197053e-01 1.968093e-01 4.911613e-02 2.426244e-02 1.726878e+00
7.544187e+03 3.157482e+02 1.054974e+03 9.341063e-01 9.658849e-01 1.258731e-01 -2.199502e-03 2.313039e+00
7.920254e+03 3.048830e+02 1.644442e+03 4.176066e-01 3.955543e-01 -9.619227e-02 -1.931195e-02 1.805177e+00
7.331036e+03 2.565001e+02 1.498947e+03 4.049197e-01 6.606032e-02 1.405944e-01 1.688000e-02 1.292897e+00
7.950164e+03 3.040107e+02 5.546663e+02 5.380236e-02 2.512693e-01 1.195832e-01 3.034895e-02 1.569585e+00
7.448678e+03 2.853082e+02 8.673745e+02 1.153579e-01 8.999862e-01 3.448146e-02 -4.174554e-02 2.783956e+00
7.544814e+03 3.057275e+02 1.212298e+03 2.185726e-01 4.122949e-01 -9.145079e-02 4.972845e-02 1.803617e+00
7.862883e+03 2.785214e+02 5.703377e+02 5.244434e-01 1.065828e-01 1.966021e-02 -5.176404e-02 1.255871e+00
7.788181e+03 2.905006e+02 6.918183e+02 5.443192e-02 5.034172e-01 -1.132013e-01 -4.332385e-02 1.749305e+00
7.794786e+03 3.434036e+02 1.435494e+03 5.700785e-01 7.101584e-01 -2.920173e-02 1.698360e-02 2.426938e+00
7.530239e+03 3.444138e+02 7.931104e+02 4.477269e-01 9.576568e-01 7.933047e-02 3.562247e-02 2.474247e+00
7.229793e+03 3.047510e+02 1.586108e+03 2.293687e-01 1.274501e-01 1.479605e-01 3.919018e-02 1.380718e+00
7.587054e+03 3.359755e+02 1.462225e+03 9.424813e-02 9.271100e-01 -9.452524e-02 -1.887805e-02 2.738742e+00
7.730864e+03 3.358895e+02 1.538512e+03 2.330987e-01 7.899008e-01 -6.569653e-02 -2.089841e-02 2.627333e+00
7.306632e+03 3.216702e+02 8.650300e+02 7.184972e-01 5.475989e-01 1.454709e-01 3.345569e-02 1.714099e+00
7.326549e+03 2.994618e+02 1.300839e+03 2.446498e-01 7.402823e-01 6.088088e-02 2.632949e-02 2.402786e+00
7.601038e+03 3.043345e+02 5.027852e+02 4.818474e-01 2.539725e-01 9.034993e-02 -2.998053e-02 1.456212e+00
7.349554e+03 3.141636e+02 1.359549e+03 7.955619e-01 2.168867e-01 1.496803e-01 8.673233e-03 1.317655e+00
7.858818e+03 3.232808e+02 1.034106e+03 9.949621e-01 7.140171e-01 3.090793e-02 -1.020057e-02 2.157479e+00
7.380119e+03 3.312728e+02 1.243976e+03 9.482420e-01 8.122377e-01 -6.876359e-02 2.327323e-02 2.192699e+00
7.267780e+03 2.566982e+02 1.000865e+03 1.806433e-01 5.051375e-03 3.572636e-02 -1.673806e-02 1.595403e+00
7.983420e+03 3.460242e+02 1.486186e+03 8.630012e-01 1.254062e-01 -7.715720e-02 5.550994e-03 1.328166e+00
7.425387e+03 2.542282e+02 1.198290e+03 7.522425e-01 2.156796e-01 1.343278e-01 -7.604236e-03 1.339900e+00
7.343970e+03 3.190047e+02 1.495236e+03 5.521492e-01 7.815338e-01 1.434491e-01 -1.623784e-02 2.224516e+00
7.965008e+03 3.039773e+02 1.145769e+03 9.434988e-01 3.200267e-01 1.071774e-01 -3.466144e-03 1.398058e+00
7.311677e+03 3.499878e+02 8.977482e+02 7.161102e-02 6.752778e-03 1.172837e-02 1.301886e-02 1.768010e+00
7.827657e+03 2.611199e+02 1.666362e+03 2.168342e-01 3.984875e-02 -1.127165e-01 -4.471715e-02 1.208843e+00
7.486276e+03 3.140849e+02 1.098534e+03 2.324081e-01 9.673005e-01 5.712300e-02 -3.225379e-02 2.901930e+00
7.491516e+03 3.006862e+02 5.229926e+02 7.296932e-01 7.571268e-01 -8.426846e-02 -7.825640e-03 2.061624e+00
7.627760e+03 2.941553e+02 8.635922e+02 3.750724e-01 1.245578e-01 1.170991e-01 -4.756177e-02 1.201324e+00
7.961234e+03 3.488313e+02 1.467357e+03 4.711790e-01 9.735328e-01 1.052283e-01 3.672085e-02 2.529639e+00
7.956623e+03 2.515037e+02 6.890104e+02 4.749286e-01 7.822791e-01 -1.030349e-01 -1.014874e-02 2.157725e+00
7.352249e+03 2.556374e+02 1.087665e+03 7.607756e-01 7.783649e-01 -1.410170e-01 5.498099e-03 2.078265e+00
7.391685e+03 2.885405e+02 7.054119e+02 6.934278e-01 5.200770e-01 -1.103440e-01 4.887821e-02 1.721770e+00
7.865880e+03 2.754672e+02 1.177836e+03 7.641475e-01 2.250576e-01 8.537779e-02 2.809557e-02 1.479068e+00
7.681570e+03 2.802662e+02 9.785277e+02 9.616434e-01 1.200740e-01 -1.129646e-01 -4.296542e-02 9.668666e-01
7.208858e+03 3.389123e+02 1.298191e+03 7.153584e-01 8.152021e-01 1.027776e-01 2.412830e-02 2.238879e+00
7.586287e+03 2.774178e+02 1.040957e+03 3.883148e-01 5.287665e-01 -1.048682e-01 9.913199e-03 1.889289e+00
7.925973e+03 3.064563e+02 1.416744e+03 3.361162e-01 2.769662e-01 -1.067859e-01 -4.984870e-02 1.469768e+00
7.667842e+03 2.789662e+02 1.323812e+03 8.445332e-01 2.751531e-01 -9.191404e-02 3.631906e-02 1.490414e+00
7.677747e+03 3.493492e+02 1.092268e+03 3.976731e-01 5.961548e-01 -1.239428e-01 1.005749e-02 1.935400e+00
7.849943e+03 2.649772e+02 7.805298e+02 2.742783e-01 3.248139e-02 1.619377e-01 3.085525e-02 1.226763e+00
7.976222e+03 3.398420e+02 1.657080e+03 4.984460e-01 8.102401e-01 -9.952343e-02 -4.932558e-02 2.312922e+00
