#RSM Parameters
 
#beta[6][7]
6.62215417e-03 2.34604682e-05 8.91908563e-02 1.37891080e-02 2.22253911e-01 1.50994457e+01 8.93064672e-01
4.45012989e-03 2.36252434e-05 5.83161179e-02 3.86735938e-02 3.13162339e-01 1.65066269e+01 1.37102760e+00
2.78537539e-03 9.27344820e-05 3.49960633e-02 2.34001614e-01 3.27973213e-01 1.71767506e+01 1.35403251e+00
1.63132351e-03 3.43746020e-04 2.20898095e-02 2.35187546e-01 4.64154012e-01 9.88364704e+00 1.02754316e+00
2.98722558e-03 1.19940378e-05 3.10628690e-02 2.50282510e-01 3.47870762e-01 1.69933062e+01 1.29820834e+00
2.43056900e-03 1.90069765e-05 1.92985738e-02 3.11253587e-01 4.10601672e-01 1.62347374e+01 1.35189547e+00
 
#xmin[6][7]
7.20035900e+03 2.50177500e+02 5.00145600e+02 3.64910800e-03 2.40192400e-04 -1.73804600e-01 -5.21195800e-02
7.20025500e+03 2.50031300e+02 5.00005900e+02 9.99869400e-04 1.92122300e-05 -1.73557500e-01 -5.22896100e-02
7.20071400e+03 2.50045700e+02 5.01108300e+02 3.18972000e-04 1.62284700e-03 -1.74255900e-01 -5.22130700e-02
7.20039100e+03 2.50019400e+02 5.03271500e+02 8.34037500e-04 2.66089600e-03 -1.73946500e-01 -5.23497800e-02
7.20033200e+03 2.50007600e+02 5.00016900e+02 8.19975400e-04 1.65953000e-04 -1.74202400e-01 -5.23528300e-02
7.20067200e+03 2.50056600e+02 5.00705000e+02 1.06773800e-03 9.86019600e-04 -1.74458400e-01 -5.22672400e-02
 
#xrange[6][7]
7.99309000e+02 9.97413000e+01 1.19898240e+03 9.95962592e-01 9.99508608e-01 3.48097200e-01 1.04071330e-01
7.99126000e+02 9.99524000e+01 1.19918110e+03 9.98318531e-01 9.99349088e-01 3.47151600e-01 1.04626550e-01
7.99217000e+02 9.99445000e+01 1.19838970e+03 9.99573828e-01 9.97550753e-01 3.48534800e-01 1.04517600e-01
7.98997000e+02 9.99257000e+01 1.19572350e+03 9.96576462e-01 9.96139504e-01 3.48461800e-01 1.04670670e-01
7.99345000e+02 9.99754000e+01 1.19919710e+03 9.98647825e-01 9.98901447e-01 3.48668900e-01 1.04620180e-01
7.98566000e+02 9.99312000e+01 1.19886500e+03 9.96847262e-01 9.97755880e-01 3.48747600e-01 1.04429070e-01
 
#mean[6]
4.04150898e+00 2.62966843e+00 2.08142780e+00 1.91804795e+00 2.05347579e+00 1.90601825e+00
 
#sd[6]
1.62622031e+00 8.52582543e-01 5.64980997e-01 4.57544414e-01 5.36934989e-01 4.61363421e-01
 
#lamz[6]
3.48204671e-01 3.35689133e-01 3.42435697e-01 3.69364724e-01 3.46442767e-01 3.54150218e-01
 
#lamws[6]
3.50509029e+03 2.98033704e+03 2.36415642e+03 9.94354004e+02 2.22394818e+03 1.70114597e+03
 
#x[6][1000][7]
#H
9.24318380e-01 7.80188347e-01 3.54700786e-02 6.95603126e-01 1.45331923e-01 4.10802328e-01 3.49832562e-01
6.51900579e-02 1.55681749e-01 4.54155457e-01 6.72135578e-01 6.18345058e-01 4.42143028e-01 8.24526793e-01
9.77558116e-01 6.76978343e-01 1.22213637e-02 1.15454830e-01 2.48050298e-01 2.08390070e-03 6.76749207e-01
6.02927028e-01 4.21089358e-02 7.27234528e-01 4.09134535e-01 9.07881234e-01 3.13567877e-01 8.35020654e-01
3.56816951e-01 8.24645358e-01 3.58852474e-01 7.94349806e-01 2.77866249e-01 5.21097587e-01 7.68001331e-01
9.43833987e-01 9.45907062e-01 8.69725360e-01 9.06001590e-01 5.48933049e-01 8.00072796e-01 3.18525573e-01
8.07473705e-01 5.29489790e-02 2.74867254e-02 3.18478419e-01 4.18136777e-01 5.48835239e-01 8.60372400e-02
4.70876720e-01 9.35360778e-01 1.73859683e-01 6.27722263e-01 8.91315793e-01 1.54092880e-01 3.66327499e-01
3.63335081e-01 7.45425416e-01 2.56225779e-01 2.91740066e-01 3.83007214e-01 8.75393137e-01 5.36917334e-01
3.52608315e-01 2.40878152e-01 1.52319000e-01 1.68239042e-01 2.80528357e-01 3.25616897e-01 8.55724338e-01
5.38871700e-01 2.06075116e-01 7.99430417e-02 8.01552085e-01 9.30184393e-01 1.43439534e-01 4.20499248e-01
9.31922448e-01 4.98812428e-01 4.34760677e-01 7.51406527e-01 2.56466433e-01 7.99103814e-01 1.76339536e-01
4.93966664e-01 4.96290905e-01 2.30903306e-01 7.27941316e-02 2.06563711e-01 2.34387292e-01 6.87191756e-01
2.05959147e-01 5.30499402e-01 8.29618016e-01 6.12684349e-01 1.46448671e-01 6.38875090e-01 3.34446192e-01
6.14086667e-01 9.89302325e-01 2.91042637e-01 2.03839074e-01 7.89841430e-01 2.06562707e-01 4.65506494e-01
3.34672824e-01 2.51581842e-01 6.25493252e-01 4.46779122e-01 5.88885682e-01 2.95088182e-01 6.07112449e-01
6.56637170e-01 5.54673941e-01 1.99847637e-01 8.70235889e-01 1.70287285e-01 2.58450801e-02 2.23746828e-01
5.20981248e-01 9.93741810e-01 3.13210936e-01 8.50393979e-01 3.68136475e-02 4.39482765e-01 4.04597885e-01
7.80310243e-01 1.07422903e-01 6.44333395e-01 3.15456719e-01 3.85760567e-01 8.44367608e-01 3.42295616e-01
9.39602832e-01 2.79675521e-01 4.47047763e-01 9.60832264e-01 6.40071434e-01 7.64937638e-01 1.46771258e-01
4.15618991e-01 5.00143872e-01 7.87880956e-01 3.07486440e-01 3.55440368e-01 4.61851575e-01 2.48847593e-01
2.83379769e-01 4.60822147e-02 1.81407584e-01 1.01770581e-01 4.65378559e-02 7.71474835e-01 7.96307014e-01
3.65667095e-01 7.82974555e-01 1.47682735e-01 9.27286024e-01 9.44921835e-01 5.23411277e-02 4.94697858e-01
7.58017237e-01 1.14603479e-01 3.51737690e-01 8.80594339e-02 8.73030008e-01 2.57219621e-01 3.63510392e-01
5.11137745e-01 6.34763132e-01 5.87518549e-01 7.08606526e-01 5.66826342e-01 6.23768304e-02 3.05558985e-01
4.77324789e-02 3.82432352e-01 5.35683760e-01 8.62274574e-02 1.99431907e-01 9.82485639e-01 4.89014938e-01
3.64339698e-01 3.92816216e-03 1.54805942e-01 9.64939145e-01 7.65794882e-02 5.34519410e-01 4.33263551e-01
2.68219174e-02 9.91449881e-01 8.59639307e-01 8.63790567e-01 3.25226021e-01 8.62323225e-01 8.09067781e-01
6.15905739e-01 6.39869342e-01 2.10872904e-01 9.76419496e-01 1.87742763e-01 6.69228825e-01 4.10154583e-01
9.13292606e-01 7.47526852e-01 3.63939537e-01 2.71835202e-01 6.61968994e-01 4.32417296e-01 1.57388783e-01
1.53448791e-01 6.98306519e-03 4.94363720e-01 7.43180013e-01 3.31735020e-01 1.65870912e-01 2.36391329e-01
2.12667442e-01 2.81291702e-01 7.32362710e-03 1.54947378e-01 3.08068058e-02 6.45888878e-01 8.29387594e-01
6.24215416e-01 9.41946816e-01 7.22939219e-01 8.93767195e-01 7.00477617e-01 0.00000000e+00 6.62371664e-02
3.10235466e-01 6.21166959e-02 4.22342647e-01 9.49414064e-01 9.61156813e-01 6.57352429e-01 5.54021641e-01
4.37288958e-01 5.46338377e-01 3.41778495e-01 6.39476218e-01 4.34035689e-01 8.90829056e-01 6.69389831e-01
8.80035130e-02 8.65258424e-01 2.19529077e-01 8.99999859e-01 3.84452693e-02 3.82734162e-01 9.60292715e-01
7.07529879e-01 7.26501459e-01 6.60921628e-01 6.59934818e-01 1.51812507e-01 7.85068050e-01 3.73214025e-01
3.58603494e-01 4.63067957e-01 6.06903321e-01 2.45935032e-01 8.52234289e-01 6.78537489e-02 7.47693049e-01
5.73282673e-02 3.41790211e-01 6.11351259e-01 5.05315585e-02 7.42679755e-01 2.83393977e-01 9.03194472e-01
3.47498902e-01 9.26484816e-01 4.37829946e-01 9.22400298e-01 8.75276312e-01 2.98551324e-01 3.33920975e-02
1.46911895e-01 1.75397754e-01 5.45383652e-01 8.86431578e-01 1.31291492e-02 2.63817893e-01 5.17088232e-01
5.13557335e-01 4.26453235e-02 5.81213202e-01 2.46498909e-01 2.32890848e-01 7.08612594e-01 6.58201831e-01
2.29498229e-01 4.27517989e-01 6.58782314e-01 8.89417835e-01 1.14560802e-01 5.81128518e-01 2.13593119e-01
3.17704417e-01 5.84639462e-01 5.31001456e-01 7.02358801e-01 4.08977276e-01 3.83684643e-01 5.93415900e-01
4.12527571e-01 5.51425538e-01 5.96049950e-01 6.22699283e-01 2.25418345e-02 4.57895726e-01 6.27923079e-01
8.76889914e-01 4.56315488e-01 3.31534558e-01 6.33785643e-01 6.90421275e-01 3.14230623e-01 6.87978908e-01
